wall_time,sim_time,frame,dt,steer_raw,steer_cmd,throttle,brake,reverse,speed_kmh,loc_x,loc_y,loc_z,yaw,cte,heading_err_deg,lane_width,curvature,on_junction,kss,sleep_hours,session_type,input_device,event_flag
1781515998.394977,94.2604,5937,0.0500,0.00000,0.00000,0.0000,0.0000,0,1.764,-114.233,43.821,0.585,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.406403,94.3104,5938,0.0500,0.00000,0.00000,0.0000,0.0000,0,3.528,-114.233,43.821,0.546,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.456940,94.3604,5939,0.0500,0.00000,0.00000,0.0000,0.0000,0,5.292,-114.233,43.821,0.482,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.506785,94.4104,5940,0.0500,0.00000,0.00000,0.0000,0.0000,0,7.056,-114.233,43.821,0.394,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.557325,94.4604,5941,0.0500,0.00000,0.00000,0.0000,0.0000,0,8.820,-114.233,43.821,0.282,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.608366,94.5104,5942,0.0500,0.00000,0.00000,0.0000,0.0000,0,10.584,-114.233,43.821,0.144,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.658913,94.5604,5943,0.0500,0.00000,0.00000,0.0000,0.0000,0,7.433,-114.233,43.821,0.008,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.708492,94.6104,5944,0.0500,0.00000,0.00000,0.0000,0.0000,0,2.657,-114.233,43.821,-0.052,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.760031,94.6604,5945,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.404,-114.233,43.821,-0.068,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.810893,94.7104,5946,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.542,-114.233,43.821,-0.064,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.860274,94.7604,5947,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.840,-114.233,43.821,-0.054,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.910889,94.8104,5948,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.841,-114.233,43.821,-0.042,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515998.962241,94.8604,5949,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.725,-114.233,43.821,-0.031,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515999.012948,94.9104,5950,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.579,-114.233,43.821,-0.022,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515999.063505,94.9604,5951,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.441,-114.233,43.821,-0.016,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
1781515999.114580,95.0104,5952,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.325,-114.233,43.821,-0.010,90.642,-0.0000,0.000,3.500,0.0000,0,5,4.5,drowsy,mouse_kb,0
