wall_time,sim_time,frame,dt,steer_raw,steer_cmd,throttle,brake,reverse,speed_kmh,loc_x,loc_y,loc_z,yaw,cte,heading_err_deg,lane_width,curvature,on_junction,kss,sleep_hours,session_type,input_device,event_flag
1781522732.475791,6817.8498,903302,0.0500,0.00000,0.00000,0.0000,0.0000,0,1.764,-48.840,-17.213,0.585,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.500324,6817.8998,903303,0.0500,0.00000,0.00000,0.0000,0.0000,0,3.528,-48.840,-17.213,0.546,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.549898,6817.9498,903304,0.0500,0.00000,0.00000,0.0000,0.0000,0,5.292,-48.840,-17.213,0.482,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.599794,6817.9998,903305,0.0500,0.00000,0.00000,0.0000,0.0000,0,7.056,-48.840,-17.213,0.394,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.648403,6818.0498,903306,0.0500,0.00000,0.00000,0.0000,0.0000,0,8.820,-48.840,-17.213,0.281,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.700459,6818.0998,903307,0.0500,0.00000,0.00000,0.0000,0.0000,0,10.584,-48.840,-17.213,0.144,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.751017,6818.1498,903308,0.0500,0.00000,0.00000,0.0000,0.0000,0,7.433,-48.840,-17.213,0.008,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.802578,6818.1998,903309,0.0500,0.00000,0.00000,0.0000,0.0000,0,2.657,-48.840,-17.213,-0.052,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.852746,6818.2498,903310,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.404,-48.840,-17.213,-0.068,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.902933,6818.2998,903311,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.542,-48.840,-17.213,-0.064,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522732.954746,6818.3498,903312,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.840,-48.840,-17.213,-0.054,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.004925,6818.3998,903313,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.841,-48.840,-17.213,-0.042,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.055449,6818.4498,903314,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.725,-48.840,-17.213,-0.031,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.105675,6818.4998,903315,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.579,-48.840,-17.213,-0.022,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.156213,6818.5498,903316,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.441,-48.840,-17.213,-0.016,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.207274,6818.5998,903317,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.325,-48.840,-17.213,-0.010,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.256809,6818.6498,903318,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.234,-48.840,-17.213,-0.007,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.306843,6818.6998,903319,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.166,-48.840,-17.213,-0.004,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.357382,6818.7498,903320,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.116,-48.840,-17.213,-0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.407259,6818.7998,903321,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.080,-48.840,-17.213,-0.001,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.458376,6818.8498,903322,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.055,-48.840,-17.213,0.000,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.509499,6818.8998,903323,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.037,-48.840,-17.213,0.001,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.560636,6818.9498,903324,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.025,-48.840,-17.213,0.001,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.610786,6818.9998,903325,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.017,-48.840,-17.213,0.001,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.660861,6819.0498,903326,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.011,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.710861,6819.0998,903327,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.760917,6819.1498,903328,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.812452,6819.1998,903329,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.862988,6819.2498,903330,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.913519,6819.2998,903331,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522733.963992,6819.3498,903332,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.014522,6819.3998,903333,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.065293,6819.4498,903334,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.115824,6819.4998,903335,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.165882,6819.5498,903336,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.215428,6819.5998,903337,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.265593,6819.6498,903338,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.316136,6819.6998,903339,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.366716,6819.7498,903340,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.417429,6819.7998,903341,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.468680,6819.8498,903342,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.518713,6819.8998,903343,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.568525,6819.9498,903344,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.618669,6819.9998,903345,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.668796,6820.0498,903346,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.720334,6820.0998,903347,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.770683,6820.1498,903348,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.821212,6820.1998,903349,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.871454,6820.2498,903350,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.921987,6820.2998,903351,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522734.972999,6820.3498,903352,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522735.023530,6820.3998,903353,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522735.073709,6820.4498,903354,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
1781522735.123314,6820.4998,903355,0.0500,0.00000,0.00000,0.0000,0.0000,0,0.000,-48.840,-17.213,0.002,90.432,-0.0000,-0.000,3.500,-0.1213,0,1,8.0,alert,mouse_kb,0
