session,label,n_samples,steer_sd,steer_range,steer_vel_sd,steer_vel_mean_abs,reversal_rate,hold_fraction,lf_hf_ratio,steering_entropy,max_abs_steer_rate,steer_rate_kurtosis,large_correction_rate
drive_alert_20260615_132532,alert,300,0.04378733395121877,0.18674,0.005152469091074419,0.0026028979710774193,44.0,0.8528428093645485,2.871590253040438,0.39923930260432294,0.028730000000000006,7.928442826694356,0.0
drive_alert_20260615_132532,alert,300,0.03916010284884633,0.17923,0.005016085382743551,0.0024454683163889486,52.0,0.8762541806020067,1.2958884596312286,0.39969945600430257,0.028730000000000006,8.687910872318442,0.0
drive_alert_20260615_132532,alert,300,0.040231212124957574,0.18004,0.005198264996908824,0.002804534909317647,52.0,0.8494983277591973,2.3155734838706,0.42060248107701903,0.028730000000000006,7.399244762946557,0.0
drive_alert_20260615_132532,alert,300,0.03419519720526066,0.14774,0.00462243614949924,0.002510241864032603,56.0,0.8528428093645485,1.7295022382389096,0.4021777263145746,0.02427,7.695750556438046,0.0
drive_alert_20260615_132532,alert,300,0.03323113527575541,0.14774,0.004239498038984634,0.002278696121298412,40.0,0.8595317725752508,1.8804958741018047,0.39863623024158473,0.02427,8.969892498607633,0.0
drive_alert_20260615_132532,alert,300,0.03705438733014246,0.14774,0.004718066001765522,0.002636891553637107,52.0,0.842809364548495,1.3752860567817,0.4056400171934882,0.02427,7.195921998251755,0.0
drive_alert_20260615_132532,alert,300,0.03642637655045525,0.14518999999999999,0.004688624765814206,0.0024307724167429434,40.0,0.8494983277591973,2.3246630433175484,0.41917903671022055,0.02427,7.595553803783192,0.0
drive_alert_20260615_132532,alert,300,0.037281565328054565,0.11797,0.005096146046454615,0.002714127155117777,48.0,0.8394648829431438,1.416742853707125,0.4322226582443539,0.023610000000000006,6.679809439147661,0.0
drive_alert_20260615_132532,alert,300,0.03799846513968982,0.13343,0.005342689754498279,0.0029768764968960454,48.0,0.8127090301003345,2.757618248547438,0.475301365874336,0.023610000000000006,5.39355211806226,0.0
drive_alert_20260615_132532,alert,300,0.03673756422124363,0.13574999999999998,0.0055059823624689416,0.0031703312975569662,52.0,0.782608695652174,2.4183780801344374,0.5034899680786665,0.023610000000000006,4.140152514138484,0.0
drive_alert_20260615_132532,alert,300,0.05854742162722074,0.34255,0.00828947456095819,0.004577447594962129,40.0,0.725752508361204,0.3561680737072203,0.5655365044687297,0.04217,6.17364889570943,0.0
drive_alert_20260615_132532,alert,300,0.0584769813641421,0.34255,0.008515600859823424,0.004702083371524641,40.0,0.7123745819397993,0.31306246694527284,0.5824798898200096,0.04217,5.669886630565758,0.0
drive_alert_20260615_132532,alert,300,0.05771365610370449,0.34255,0.008824305542088332,0.004490888896736533,44.0,0.7525083612040134,0.13272052549648855,0.5160527952605007,0.05768,10.71264763467443,0.0
drive_alert_20260615_132532,alert,300,0.039559902248769804,0.15117,0.00572436128426918,0.002922909348840405,44.0,0.8327759197324415,1.6018218643031479,0.4170637174636423,0.05768,36.82658077211682,0.0
drive_alert_20260615_132532,alert,300,0.039350253848383525,0.15117,0.005163029094965951,0.0023252149756922236,36.0,0.8762541806020067,5.919638244868784,0.34598318957810764,0.05768,54.24378586717984,0.0
drive_alert_20260615_132532,alert,300,0.039248893582650476,0.15996000000000002,0.004181716644450365,0.0022794341805135628,40.0,0.8862876254180602,8.03765997001066,0.3167516174371436,0.02729000000000001,13.372709282752687,0.0
drive_alert_20260615_132532,alert,300,0.042588733653658006,0.16103,0.0036668633114547967,0.002012982515264662,32.0,0.8862876254180602,3.082308541929199,0.3080455521842553,0.02729000000000001,13.609692082356997,0.0
drive_alert_20260615_132532,alert,300,0.039592715647985326,0.16103,0.004531566662811344,0.0023069195427329347,48.0,0.8595317725752508,3.0828270997197365,0.3809449893152527,0.02729000000000001,10.429572075210066,0.0
drive_alert_20260615_132532,alert,300,0.03990273020081319,0.16433,0.005267557543345451,0.00285629481049232,64.0,0.8294314381270903,5.1792342475996715,0.439366298264358,0.02729000000000001,8.05432551762896,0.0
drive_alert_20260615_132532,alert,300,0.03512981162569288,0.12502,0.005271891251389051,0.0026821295437284864,64.0,0.842809364548495,1.6968468684630929,0.4560573071509085,0.026819999999999997,8.2047048920244,0.0
drive_alert_20260615_132532,alert,300,0.038010446002294335,0.14614,0.006293947656354259,0.00351148444848198,88.0,0.7993311036789298,3.4812729237148647,0.530457852255198,0.026819999999999997,5.465780709695373,0.0
drive_alert_20260615_132532,alert,300,0.04511251881014355,0.16009,0.005853229724430366,0.0031249534433102767,72.0,0.822742474916388,2.7534386763878262,0.4722833305120526,0.03331,7.802536696426042,0.0
drive_alert_20260615_132532,alert,300,0.047703322382361954,0.16009,0.00556859395232155,0.0029840225210231806,68.0,0.822742474916388,4.017664609839471,0.41822838083129427,0.03331,8.780780483445097,0.0
drive_alert_20260615_132532,alert,300,0.043864908105214234,0.14704,0.004580602058702294,0.0025681245033900603,48.0,0.8394648829431438,4.072067358220473,0.3299738413746314,0.03331,11.807351001929481,0.0
drive_alert_20260615_132532,alert,300,0.03813844894152823,0.13081,0.003936062043125496,0.0023228004287450094,44.0,0.8461538461538461,2.9869567017277387,0.3259080776127804,0.01784,4.945389365188413,0.0
drive_alert_20260615_132532,alert,300,0.040026910036235486,0.16228,0.005114422313686439,0.002936800435352292,56.0,0.8060200668896321,0.9278250689536763,0.44996636215324376,0.030449999999999998,7.727725069817826,0.0
drive_alert_20260615_132532,alert,300,0.04687115101840364,0.20984,0.006026906968435709,0.003133790264284245,36.0,0.8127090301003345,1.2325479089866236,0.4643722688783761,0.030449999999999998,6.967587203948035,0.0
drive_alert_20260615_132532,alert,300,0.044494001903614924,0.20969,0.005452286705760114,0.002768652889521143,40.0,0.822742474916388,1.810425817585537,0.4571705099195261,0.030449999999999998,8.831298511139844,0.0
drive_alert_20260615_132532,alert,300,0.04188111231775276,0.20969,0.004884919056395618,0.002660555677337329,40.0,0.8361204013377926,1.6571368775891,0.4420454974474634,0.026889999999999997,9.44507482868609,0.0
drive_alert_20260615_132532,alert,300,0.04442397716453982,0.20969,0.005340423812323265,0.003149910561027787,44.0,0.7859531772575251,3.506556558808743,0.493290351738548,0.026889999999999997,6.267538226330359,0.0
drive_alert_20260615_132532,alert,300,0.03814415994962036,0.17045,0.004911883944437762,0.0032238994643901844,48.0,0.7591973244147158,2.938925012883096,0.46884402514013296,0.020409999999999998,3.277702927620221,0.0
drive_alert_20260615_132532,alert,300,0.03798725176751917,0.16996,0.0047382279727868,0.0028103856015642835,36.0,0.7926421404682275,0.8750124196180429,0.42026840207717686,0.020409999999999998,4.188185617414745,0.0
drive_alert_20260615_132532,alert,300,0.040833902120174605,0.16996,0.005154647518754874,0.0031364409868396533,52.0,0.7658862876254181,0.5896013315319429,0.4387661379681577,0.020409999999999998,3.37412986443307,0.0
